tconst,p1,p2,p3,p4,p5,p6
tt0147800,0,0,0,0,0,0
tt0120601,0,0,0,0,0,0
tt0163651,0,0,0,0,0,0
tt0173716,0,0,0,0,0,0
tt0204175,0,0,0,0,0,0
tt0214388,0,0,0,0,0,0
tt0218839,0,0,0,0,0,0
tt0204946,0,0,0,0,0,0
tt0230030,0,0,0,0,0,0
tt0200550,0,0,0,0,0,0
tt0186589,0,0,0,0,0,0
tt0292542,0,0,0,0,0,0
tt0290329,0,0,0,0,0,0
tt0161083,0,0,0,0,0,0
tt0234829,0,0,0,0,0,0
tt0243493,0,0,0,0,0,0
tt0253798,0,0,0,0,0,0
tt0248408,0,0,0,0,0,0
tt0227005,0,0,0,0,0,0
tt0250081,0,0,0,0,0,0
tt0246989,0,0,0,0,0,0
tt0265343,0,0,0,0,0,0
tt0244970,0,0,0,0,0,0
tt0236784,0,0,0,0,0,0
tt0203755,0,0,0,0,0,0
tt0270053,0,0,0,0,0,0
tt0291341,0,0,0,0,0,0
tt0256524,0,0,0,0,0,0
tt0239948,0,0,0,0,0,0
tt0293715,0,0,0,0,0,0
tt0243655,0,0,0,0,0,0
tt0255798,0,0,0,0,0,0
tt0209475,0,0,0,0,0,0
tt0247745,0,0,0,0,0,0
tt0277371,0,0,0,0,0,0
tt0240890,0,0,0,0,0,0
tt0247638,0,0,0,0,0,0
tt0256380,0,0,0,0,0,0
tt0257106,0,0,0,0,0,0
tt0250494,0,0,0,0,0,0
tt0196229,0,0,0,0,0,0
tt0265666,0,0,0,0,0,0
tt0238924,0,0,0,0,0,0
tt0279781,0,0,0,0,0,0
tt0240900,0,0,0,0,0,0
tt0271259,0,0,0,0,0,0
tt0280460,0,0,0,0,0,0
tt0280720,0,0,0,0,0,0
tt0291502,0,0,0,0,0,0
tt0261289,0,0,0,0,0,0
tt0299117,0,0,0,0,0,0
tt0308506,0,0,0,0,0,0
tt0246464,0,0,0,0,0,0
tt0311519,0,0,0,0,0,0
tt0278500,0,0,0,0,0,0
tt0282687,0,0,0,0,0,0
tt0293815,0,0,0,0,0,0
tt0278823,0,0,0,0,0,0
tt0283832,0,0,0,0,0,0
tt0303714,0,0,0,0,0,0
tt0285462,0,0,0,0,0,0
tt0280760,0,0,0,0,0,0
tt0303933,0,0,0,0,0,0
tt0241760,0,0,0,0,0,0
tt0283003,0,0,0,0,0,0
tt0275022,0,0,0,0,0,0
tt0266452,0,0,0,0,0,0
tt0283900,0,0,0,0,0,0
tt0281686,0,0,0,0,0,0
tt0273923,0,0,0,0,0,0
tt0292644,0,0,0,0,0,0
tt0253867,0,0,0,0,0,0
tt0258153,0,0,0,0,0,0
tt0274812,0,0,0,0,0,0
tt0289848,0,0,0,0,0,0
tt0252076,0,0,0,0,0,0
tt0284837,0,0,0,0,0,0
tt0302640,0,0,0,0,0,0
tt0256415,0,0,0,0,0,0
tt0283111,0,0,0,0,0,0
tt0313737,0,0,0,0,0,0
tt0286499,0,0,0,0,0,0
tt0259446,0,0,0,0,0,0
tt0257360,0,0,0,0,0,0
tt0280590,0,0,0,0,0,0
tt0272338,0,0,0,0,0,0
tt0276751,0,0,0,0,0,0
tt0268126,0,0,0,0,0,0
tt0299658,0,0,0,0,0,0
tt0399854,0,0,0,0,0,0
tt0325258,0,0,0,0,0,0
tt0332658,0,0,0,0,0,0
tt0295289,0,0,0,0,0,0
tt0345551,0,0,0,0,0,0
tt0325537,0,0,0,0,0,0
tt0328099,0,0,0,0,0,0
tt0342492,0,0,0,0,0,0
tt0311648,0,0,0,0,0,0
tt0337909,0,0,0,0,0,0
tt0373981,0,0,0,0,0,0
tt0264150,0,0,0,0,0,0
tt0339034,0,0,0,0,0,0
tt0310281,0,0,0,0,0,0
tt0310203,0,0,0,0,0,0
tt0270980,0,0,0,0,0,0
tt0338135,0,0,0,0,0,0
tt0313792,0,0,0,0,0,0
tt0263757,0,0,0,0,0,0
tt0305669,0,0,0,0,0,0
tt0329028,0,0,0,0,0,0
tt0309530,0,0,0,0,0,0
tt0338094,0,0,0,0,0,0
tt0328589,0,0,0,0,0,0
tt0299930,0,0,0,0,0,0
tt0327137,0,0,0,0,0,0
tt0338466,0,0,0,0,0,0
tt0266489,0,0,0,0,0,0
tt0286788,0,0,0,0,0,0
tt0379217,0,0,0,0,0,0
tt0333780,0,0,0,0,0,0
tt0347304,0,0,0,0,0,0
tt0317303,0,0,0,0,0,0
tt0364517,0,0,0,0,0,0
tt0340377,0,0,0,0,0,0
tt0305711,0,0,0,0,0,0
tt0374887,0,0,0,0,0,0
tt0138524,0,0,0,0,0,0
tt0349205,0,0,0,0,0,0
tt0337741,0,0,0,0,0,0
tt0322330,0,0,0,0,0,0
tt0325805,0,0,0,0,0,0
tt0307987,0,0,0,0,0,0
tt0306047,0,0,0,0,0,0
tt0301357,0,0,0,0,0,0
tt0328828,0,0,0,0,0,0
tt0305224,0,0,0,0,0,0
tt0251127,0,0,0,0,0,0
tt0302886,0,0,0,0,0,0
tt0332379,0,0,0,0,0,0
tt0315327,0,0,0,0,0,0
tt0420206,0,0,0,0,0,0
tt0399877,0,0,0,0,0,0
tt0339412,0,0,0,0,0,0
tt0337579,0,0,0,0,0,0
tt0417791,0,0,0,0,0,0
tt0421051,0,0,0,0,0,0
tt0368975,0,0,0,0,0,0
tt0348593,0,0,0,0,0,0
tt0382330,0,0,0,0,0,0
tt0361841,0,0,0,0,0,0
tt0315824,0,0,0,0,0,0
tt0361411,0,0,0,0,0,0
tt0361620,0,0,0,0,0,0
tt0363282,0,0,0,0,0,0
tt0367085,0,0,0,0,0,0
tt0252028,0,0,0,0,0,0
tt0323033,0,0,0,0,0,0
tt0314498,0,0,0,0,0,0
tt0366777,0,0,0,0,0,0
tt0335559,0,0,0,0,0,0
tt0361467,0,0,0,0,0,0
tt0331953,0,0,0,0,0,0
tt0326856,0,0,0,0,0,0
tt0270846,0,0,0,0,0,0
tt0378947,0,0,0,0,0,0
tt0332136,0,0,0,0,0,0
tt0350028,0,0,0,0,0,0
tt0360139,0,0,0,0,0,0
tt0337697,0,0,0,0,0,0
tt0387575,0,0,0,0,0,0
tt0358135,0,0,0,0,0,0
tt0332375,0,0,0,0,0,0
tt0375173,0,0,0,0,0,0
tt0327247,0,0,0,0,0,0
tt0385267,0,0,0,0,0,0
tt0360201,0,0,0,0,0,0
tt0327162,0,0,0,0,0,0
tt0327679,0,0,0,0,0,0
tt0356721,0,0,0,0,0,0
tt0300051,0,0,0,0,0,0
tt0368933,0,0,0,0,0,0
tt0371246,0,0,0,0,0,0
tt0356470,0,0,0,0,0,0
tt0335245,0,0,0,0,0,0
tt0390521,0,0,0,0,0,0
tt0317198,0,0,0,0,0,0
tt0343135,0,0,0,0,0,0
tt0381707,0,0,0,0,0,0
tt0335438,0,0,0,0,0,0
tt0375063,0,0,0,0,0,0
tt0356150,0,0,0,0,0,0
tt0374900,0,0,0,0,0,0
tt0265208,0,0,0,0,0,0
tt0333766,0,0,0,0,0,0
tt0364725,0,0,0,0,0,0
tt0290002,0,0,0,0,0,0
tt0377092,0,0,0,0,0,0
tt0357413,0,0,0,0,0,0
tt0362227,0,0,0,0,0,0
tt0365748,0,0,0,0,0,0
tt0419198,0,0,0,0,0,0
tt0422093,0,0,0,0,0,0
tt0417658,0,0,0,0,0,0
tt0402850,0,0,0,0,0,0
tt0413015,0,0,0,0,0,0
tt0388500,0,0,0,0,0,0
tt0436078,0,0,0,0,0,0
tt0425333,0,0,0,0,0,0
tt0434124,0,0,0,0,0,0
tt0406650,0,0,0,0,0,0
tt0409184,0,0,0,0,0,0
tt0408524,0,0,0,0,0,0
tt0411195,0,0,0,0,0,0
tt0318761,0,0,0,0,0,0
tt0365885,0,0,0,0,0,0
tt0412922,0,0,0,0,0,0
tt0418773,0,0,0,0,0,0
tt0331933,0,0,0,0,0,0
tt0400525,0,0,0,0,0,0
tt0396652,0,0,0,0,0,0
tt0443295,0,0,0,0,0,0
tt0380623,0,0,0,0,0,0
tt0470883,0,0,0,0,0,0
tt0421994,0,0,0,0,0,0
tt0257516,0,0,0,0,0,0
tt0417001,0,0,0,0,0,0
tt0401085,0,0,0,0,0,0
tt0473753,0,0,0,0,0,0
tt0444653,0,0,0,0,0,0
tt0415978,0,0,0,0,0,0
tt0267891,0,0,0,0,0,0
tt0384642,0,0,0,0,0,0
tt0387514,0,0,0,0,0,0
tt0372237,0,0,0,0,0,0
tt0395251,0,0,0,0,0,0
tt0332047,0,0,0,0,0,0
tt0418455,0,0,0,0,0,0
tt0365485,0,0,0,0,0,0
tt0372532,0,0,0,0,0,0
tt0367652,0,0,0,0,0,0
tt0362165,0,0,0,0,0,0
tt0398375,0,0,0,0,0,0
tt0403508,0,0,0,0,0,0
tt0369735,0,0,0,0,0,0
tt0404030,0,0,0,0,0,0
tt0356680,0,0,0,0,0,0
tt0388125,0,0,0,0,0,0
tt0396752,0,0,0,0,0,0
tt0368709,0,0,0,0,0,0
tt0391304,0,0,0,0,0,0
tt0377471,0,0,0,0,0,0
tt0374536,0,0,0,0,0,0
tt0367089,0,0,0,0,0,0
tt0377818,0,0,0,0,0,0
tt0384680,0,0,0,0,0,0
tt0348333,0,0,0,0,0,0
tt0412019,0,0,0,0,0,0
tt0425123,0,0,0,0,0,0
tt0433400,0,0,0,0,0,0
tt0369441,0,0,0,0,0,0
tt0398165,0,0,0,0,0,0
tt0427944,0,0,0,0,0,0
tt0386588,0,0,0,0,0,0
tt0396269,0,0,0,0,0,0
tt0405422,0,0,0,0,0,0
tt0452643,0,0,0,0,0,0
tt0470765,0,0,0,0,0,0
tt0499603,0,0,0,0,0,0
tt0419058,0,0,0,0,0,0
tt0484877,0,0,0,0,0,0
tt0364955,0,0,0,0,0,0
tt0417056,0,0,0,0,0,0
tt0437857,0,0,0,0,0,0
tt0466460,0,0,0,0,0,0
tt0790604,0,0,0,0,0,0
tt0433412,0,0,0,0,0,0
tt0420087,0,0,0,0,0,0
tt0439289,0,0,0,0,0,0
tt0497137,0,0,0,0,0,0
tt0454987,0,0,0,0,0,0
tt0395495,0,0,0,0,0,0
tt0460792,0,0,0,0,0,0
tt0465142,0,0,0,0,0,0
tt0436331,0,0,0,0,0,0
tt0408985,0,0,0,0,0,0
tt0457572,0,0,0,0,0,0
tt0422401,0,0,0,0,0,0
tt0462519,0,0,0,0,0,0
tt0488085,0,0,0,0,0,0
tt0482088,0,0,0,0,0,0
tt0367027,0,0,0,0,0,0
tt0483726,0,0,0,0,0,0
tt0413895,0,0,0,0,0,0
tt0464196,0,0,0,0,0,0
tt0429591,0,0,0,0,0,0
tt0482527,0,0,0,0,0,0
tt0779982,0,0,0,0,0,0
tt0421729,0,0,0,0,0,0
tt0456144,0,0,0,0,0,0
tt0424993,0,0,0,0,0,0
tt0430304,0,0,0,0,0,0
tt0397078,0,0,0,0,0,0
tt0477139,0,0,0,0,0,0
tt0466342,0,0,0,0,0,0
tt0472160,0,0,0,0,0,0
tt0465624,0,0,0,0,0,0
tt0486551,0,0,0,0,0,0
tt0401711,0,0,0,0,0,0
tt0427229,0,0,0,0,0,0
tt0439815,0,0,0,0,0,0
tt0456554,0,0,0,0,0,0
tt0463034,0,0,0,0,0,0
tt0455967,0,0,0,0,0,0
tt0457510,0,0,0,0,0,0
tt0457513,0,0,0,0,0,0
tt0460740,0,0,0,0,0,0
tt0401445,0,0,0,0,0,0
tt0405508,0,0,0,0,0,0
tt0362120,0,0,0,0,0,0
tt0384793,0,0,0,0,0,0
tt0424345,0,0,0,0,0,0
tt0454945,0,0,0,0,0,0
tt0389860,0,0,0,0,0,0
tt0443453,0,0,0,0,0,0
tt0449059,0,0,0,0,0,0
tt0445336,0,0,0,0,0,0
tt0785077,0,0,0,0,0,0
tt0462244,0,0,0,0,0,0
tt0492486,0,0,0,0,0,0
tt0780608,0,0,0,0,0,0
tt0770772,0,0,0,0,0,0
tt0811106,0,0,0,0,0,0
tt0488798,0,0,0,0,0,0
tt0466839,0,0,0,0,0,0
tt0960790,0,0,0,0,0,0
tt0804452,0,0,0,0,0,0
tt0796375,0,0,0,0,0,0
tt0479500,0,0,0,0,0,0
tt0422774,0,0,0,0,0,0
tt0757361,0,0,0,0,0,0
tt0913445,0,0,0,0,0,0
tt0790623,0,0,0,0,0,0
tt0415965,0,0,0,0,0,0
tt0995031,0,0,0,0,0,0
tt0795434,0,0,0,0,0,0
tt0964587,0,0,0,0,0,0
tt0494222,0,0,0,0,0,0
tt0388182,0,0,0,0,0,0
tt0489235,0,0,0,0,0,0
tt0791304,0,0,0,0,0,0
tt0866437,0,0,0,0,0,0
tt0499554,0,0,0,0,0,0
tt0841044,0,0,0,0,0,0
tt0419843,0,0,0,0,0,0
tt0419984,0,0,0,0,0,0
tt0775529,0,0,0,0,0,0
tt0490084,0,0,0,0,0,0
tt0762114,0,0,0,0,0,0
tt0486583,0,0,0,0,0,0
tt0424823,0,0,0,0,0,0
tt0780622,0,0,0,0,0,0
tt0457419,0,0,0,0,0,0
tt0473308,0,0,0,0,0,0
tt1093370,0,0,0,0,0,0
tt0815244,0,0,0,0,0,0
tt0489237,0,0,0,0,0,0
tt0492956,0,0,0,0,0,0
tt0423977,0,0,0,0,0,0
tt0841046,0,0,0,0,0,0
tt0425413,0,0,0,0,0,0
tt0477051,0,0,0,0,0,0
tt0481141,0,0,0,0,0,0
tt0787475,0,0,0,0,0,0
tt0862856,0,0,0,0,0,0
tt0408839,0,0,0,0,0,0
tt0452625,0,0,0,0,0,0
tt0758766,0,0,0,0,0,0
tt0480242,0,0,0,0,0,0
tt0795368,0,0,0,0,0,0
tt0453451,0,0,0,0,0,0
tt0427327,0,0,0,0,0,0
tt0413099,0,0,0,0,0,0
tt0805564,0,0,0,0,0,0
tt0762107,0,0,0,0,0,0
tt0445934,0,0,0,0,0,0
tt0431308,0,0,0,0,0,0
tt0825232,0,0,0,0,0,0
tt0478311,0,0,0,0,0,0
tt0467406,0,0,0,0,0,0
tt0829482,0,0,0,0,0,0
tt0494652,0,0,0,0,0,0
tt1185420,0,0,0,0,0,0
tt0981072,0,0,0,0,0,0
tt0460810,0,0,0,0,0,0
tt0363780,0,0,0,0,0,0
tt0940709,0,0,0,0,0,0
tt0914797,0,0,0,0,0,0
tt0392878,0,0,0,0,0,0
tt1292703,0,0,0,0,0,0
tt1018818,0,0,0,0,0,0
tt1104733,0,0,0,0,0,0
tt1082853,0,0,0,0,0,0
tt1027862,0,0,0,0,0,0
tt0960890,0,0,0,0,0,0
tt0803057,0,0,0,0,0,0
tt0404254,0,0,0,0,0,0
tt0808244,0,0,0,0,0,0
tt0951216,0,0,0,0,0,0
tt0430770,0,0,0,0,0,0
tt0858479,0,0,0,0,0,0
tt0809504,0,0,0,0,0,0
tt1193516,0,0,0,0,0,0
tt0785007,0,0,0,0,0,0
tt0473367,0,0,0,0,0,0
tt0963743,0,0,0,0,0,0
tt0970468,0,0,0,0,0,0
tt0486674,0,0,0,0,0,0
tt1018785,0,0,0,0,0,0
tt1082886,0,0,0,0,0,0
tt0379865,0,0,0,0,0,0
tt0460745,0,0,0,0,0,0
tt1024715,0,0,0,0,0,0
tt1286126,0,0,0,0,0,0
tt0804492,0,0,0,0,0,0
tt1031969,0,0,0,0,0,0
tt1045670,0,0,0,0,0,0
tt1130988,0,0,0,0,0,0
tt1064932,0,0,0,0,0,0
tt0871426,0,0,0,0,0,0
tt1182937,0,0,0,0,0,0
tt1046163,0,0,0,0,0,0
tt0808399,0,0,0,0,0,0
tt1024255,0,0,0,0,0,0
tt0811138,0,0,0,0,0,0
tt0962726,0,0,0,0,0,0
tt0817538,0,0,0,0,0,0
tt0815241,0,0,0,0,0,0
tt0866439,0,0,0,0,0,0
tt0995039,0,0,0,0,0,0
tt0862846,0,0,0,0,0,0
tt0383028,0,0,0,0,0,0
tt0839980,0,0,0,0,0,0
tt0852713,0,0,0,0,0,0
tt1135985,0,0,0,0,0,0
tt0960731,0,0,0,0,0,0
tt1213644,0,0,0,0,0,0
tt0981227,0,0,0,0,0,0
tt0799934,0,0,0,0,0,0
tt1073498,0,0,0,0,0,0
tt1000774,0,0,0,0,0,0
tt0822832,0,0,0,0,0,0
tt0832266,0,0,0,0,0,0
tt1033643,0,0,0,0,0,0
tt1007028,0,0,0,0,0,0
tt0960144,0,0,0,0,0,0
tt0795421,0,0,0,0,0,0
tt0430922,0,0,0,0,0,0
tt0497465,0,0,0,0,0,0
tt0800039,0,0,0,0,0,0
tt0838283,0,0,0,0,0,0
tt0887883,0,0,0,0,0,0
tt1068680,0,0,0,0,0,0
tt0780536,0,0,0,0,0,0
tt1135525,0,0,0,0,0,0
tt0780567,0,0,0,0,0,0
tt0976222,0,0,0,0,0,0
tt1142433,0,0,0,0,0,0
tt1275863,0,0,0,0,0,0
tt1107860,0,0,0,0,0,0
tt1242545,0,0,0,0,0,0
tt1294213,0,0,0,0,0,0
tt1016075,0,0,0,0,0,0
tt1320082,0,0,0,0,0,0
tt1434447,0,0,0,0,0,0
tt1373215,0,0,0,0,0,0
tt0437405,0,0,0,0,0,0
tt0865559,0,0,0,0,0,0
tt1247692,0,0,0,0,0,0
tt1134854,0,0,0,0,0,0
tt1092633,0,0,0,0,0,0
tt1151922,0,0,0,0,0,0
tt0785006,0,0,0,0,0,0
tt1023500,0,0,0,0,0,0
tt1095174,0,0,0,0,0,0
tt1324059,0,0,0,0,0,0
tt1151359,0,0,0,0,0,0
tt1327035,0,0,0,0,0,0
tt1567448,0,0,0,0,0,0
tt1174730,0,0,0,0,0,0
tt0910554,0,0,0,0,0,0
tt1032815,0,0,0,0,0,0
tt1185836,0,0,0,0,0,0
tt1244668,0,0,0,0,0,0
tt1303828,0,0,0,0,0,0
tt0976238,0,0,0,0,0,0
tt1251757,0,0,0,0,0,0
tt1314228,0,0,0,0,0,0
tt1262981,0,0,0,0,0,0
tt1186370,0,0,0,0,0,0
tt1285309,0,0,0,0,0,0
tt1114677,0,0,0,0,0,0
tt0881891,0,0,0,0,0,0
tt1083456,0,0,0,0,0,0
tt1225822,0,0,0,0,0,0
tt1205535,0,0,0,0,0,0
tt1135487,0,0,0,0,0,0
tt1176740,0,0,0,0,0,0
tt1226774,0,0,0,0,0,0
tt1197628,0,0,0,0,0,0
tt1278340,0,0,0,0,0,0
tt1178663,0,0,0,0,0,0
tt0403702,0,0,0,0,0,0
tt1093908,0,0,0,0,0,0
tt0821640,0,0,0,0,0,0
tt1230414,0,0,0,0,0,0
tt1045778,0,0,0,0,0,0
tt0901476,0,0,0,0,0,0
tt1078940,0,0,0,0,0,0
tt1131729,0,0,0,0,0,0
tt1131734,0,0,0,0,0,0
tt1058017,0,0,0,0,0,0
tt1201167,0,0,0,0,0,0
tt1234548,0,0,0,0,0,0
tt1019452,0,0,0,0,0,0
tt0889583,0,0,0,0,0,0
tt1091722,0,0,0,0,0,0
tt1001508,0,0,0,0,0,0
tt1155056,0,0,0,0,0,0
tt1142988,0,0,0,0,0,0
tt1041829,0,0,0,0,0,0
tt1193138,0,0,0,0,0,0
tt1187043,0,0,0,0,0,0
tt1119646,0,0,0,0,0,0
tt1407061,0,0,0,0,0,0
tt1570989,0,0,0,0,0,0
tt1392197,0,0,0,0,0,0
tt1610452,0,0,0,0,0,0
tt0492389,0,0,0,0,0,0
tt1577061,0,0,0,0,0,0
tt0493949,0,0,0,0,0,0
tt1594918,0,0,0,0,0,0
tt1560139,0,0,0,0,0,0
tt1220888,0,0,0,0,0,0
tt1320239,0,0,0,0,0,0
tt1196204,0,0,0,0,0,0
tt1296898,0,0,0,0,0,0
tt1356864,0,0,0,0,0,0
tt1486190,0,0,0,0,0,0
tt1740047,0,0,0,0,0,0
tt1440232,0,0,0,0,0,0
tt1423894,0,0,0,0,0,0
tt1334553,0,0,0,0,0,0
tt1465487,0,0,0,0,0,0
tt1415283,0,0,0,0,0,0
tt1431181,0,0,0,0,0,0
tt1441912,0,0,0,0,0,0
tt1481572,0,0,0,0,0,0
tt1612774,0,0,0,0,0,0
tt1336617,0,0,0,0,0,0
tt1234654,0,0,0,0,0,0
tt0808510,0,0,0,0,0,0
tt1196141,0,0,0,0,0,0
tt1421051,0,0,0,0,0,0
tt1341188,0,0,0,0,0,0
tt1182350,0,0,0,0,0,0
tt1321509,0,0,0,0,0,0
tt1666186,0,0,0,0,0,0
tt1212436,0,0,0,0,0,0
tt1414382,0,0,0,0,0,0
tt1403177,0,0,0,0,0,0
tt1322312,0,0,0,0,0,0
tt1185416,0,0,0,0,0,0
tt1587707,0,0,0,0,0,0
tt1341167,0,0,0,0,0,0
tt1126618,0,0,0,0,0,0
tt1261945,0,0,0,0,0,0
tt0817177,0,0,0,0,0,0
tt1440292,0,0,0,0,0,0
tt0464154,0,0,0,0,0,0
tt1532503,0,0,0,0,0,0
tt1216492,0,0,0,0,0,0
tt0889573,0,0,0,0,0,0
tt0427152,0,0,0,0,0,0
tt0970866,0,0,0,0,0,0
tt0817230,0,0,0,0,0,0
tt1055292,0,0,0,0,0,0
tt0815236,0,0,0,0,0,0
tt0842926,0,0,0,0,0,0
tt0804497,0,0,0,0,0,0
tt1279935,0,0,0,0,0,0
tt1231587,0,0,0,0,0,0
tt1465522,0,0,0,0,0,0
tt1226229,0,0,0,0,0,0
tt0758752,0,0,0,0,0,0
tt1375670,0,0,0,0,0,0
tt1231583,0,0,0,0,0,0
tt1282140,0,0,0,0,0,0
tt1598822,0,0,0,0,80,0
tt1235841,0,0,0,0,0,0
tt0893412,0,0,0,0,0,0
tt1743720,0,0,0,0,0,0
tt1701990,0,0,0,0,0,0
tt1604171,0,0,0,0,0,0
tt1756750,0,0,0,0,0,0
tt1705786,0,0,0,0,0,0
tt1205558,0,0,0,0,0,0
tt1926313,0,0,0,0,0,0
tt2011971,0,0,0,0,0,0
tt1742650,0,0,0,0,0,0
tt1508675,0,0,0,0,0,0
tt1808223,0,0,0,0,0,0
tt1349451,0,0,0,0,0,0
tt1231586,0,0,0,0,0,0
tt1487118,0,0,0,0,0,0
tt1715873,0,0,0,0,0,0
tt1650043,0,0,0,0,0,0
tt1742336,0,0,0,0,0,0
tt1592281,0,0,0,0,0,0
tt1440161,0,0,0,0,0,0
tt1435513,0,0,0,0,0,0
tt1541160,0,0,0,0,0,0
tt1440345,0,0,0,0,0,0
tt1477837,0,0,0,0,0,0
tt1720616,0,0,0,0,0,0
tt1053810,0,0,0,0,0,0
tt1068242,0,0,0,0,0,0
tt1578275,0,0,0,0,0,0
tt0810922,0,0,0,0,0,0
tt1334512,0,0,0,0,0,0
tt1606392,0,0,0,0,0,0
tt1222817,0,0,0,0,0,0
tt0491152,0,0,0,0,0,0
tt1441952,0,0,0,0,0,0
tt1583420,0,0,0,0,0,0
tt1588334,0,0,0,0,0,0
tt1562872,0,0,0,0,0,0
tt1366344,0,0,0,0,0,0
tt0770703,0,0,0,0,0,0
tt0810913,0,0,0,0,0,0
tt1716772,0,0,0,0,0,0
tt1625346,0,0,0,0,0,0
tt1540133,0,0,0,0,0,0
tt1456635,0,0,0,0,0,0
tt1637706,0,0,0,0,0,0
tt1396218,0,0,0,0,0,0
tt1412386,0,0,0,0,0,0
tt1240982,0,0,0,0,0,0
tt0376136,0,0,0,0,0,0
tt1438176,0,0,0,0,0,0
tt1692486,0,0,0,0,0,0
tt0480687,0,0,0,0,0,0
tt1389137,0,0,0,0,0,0
tt1488555,0,0,0,0,0,0
tt1284575,0,0,0,0,0,0
tt1411238,0,0,0,0,0,0
tt1564367,0,0,0,0,0,0
tt1655442,0,0,0,0,0,0
tt1033575,0,0,0,0,0,0
tt1478338,0,0,0,0,0,0
tt1632708,0,0,0,0,0,0
tt1605783,0,0,0,0,0,0
tt1499658,0,0,0,0,0,0
tt1411697,0,0,0,0,0,0
tt1570728,0,0,0,0,0,0
tt2172071,0,0,0,0,0,0
tt1602472,0,0,0,0,0,0
tt2006040,0,0,0,0,0,0
tt1935902,0,0,0,0,0,0
tt1954701,0,0,0,0,0,0
tt1698648,0,0,0,0,0,0
tt2179121,0,0,0,0,0,0
tt1791614,0,0,0,0,0,0
tt1996264,0,0,0,0,0,0
tt1911553,0,0,0,0,0,0
tt2094064,0,0,0,0,0,0
tt1839654,0,0,0,0,0,0
tt2258858,0,0,0,0,0,0
tt1935896,0,0,0,0,0,0
tt1441951,0,0,0,0,0,0
tt1702425,0,0,0,0,0,0
tt1984153,0,0,0,0,0,0
tt2023453,0,0,0,0,0,0
tt1924394,0,0,0,0,0,0
tt0404978,0,0,0,0,0,0
tt1047540,0,0,0,0,0,0
tt1932718,0,0,0,0,0,0
tt1540128,0,0,0,0,0,0
tt1405365,0,0,0,0,0,0
tt0383010,0,0,0,0,0,0
tt2181931,0,0,0,0,0,0
tt1694020,0,0,0,0,0,0
tt1872818,0,0,0,0,0,0
tt1783732,0,0,0,0,0,0
tt2317337,0,0,0,0,0,0
tt0763831,0,0,0,0,0,0
tt1714203,0,0,0,0,0,0
tt1535438,0,0,0,0,0,0
tt1716777,0,0,0,0,0,0
tt1621045,0,0,0,0,0,0
tt1462769,0,0,0,0,0,0
tt1920849,0,0,0,0,0,0
tt2283748,0,0,0,0,0,0
tt1389096,0,0,0,0,0,0
tt1592873,0,0,0,0,0,0
tt1990314,0,0,0,0,0,0
tt2347569,0,0,0,0,0,0
tt1763303,0,0,0,0,0,0
tt1586265,0,0,0,0,0,0
tt1655460,0,0,0,0,0,0
tt2082197,0,0,0,0,0,0
tt1336608,0,0,0,0,0,0
tt2205697,0,0,0,0,0,0
tt1859650,0,0,0,0,0,0
tt1232200,0,0,0,0,0,0
tt1195478,0,0,0,0,0,0
tt1839492,0,0,0,0,0,0
tt1862079,0,0,0,0,0,0
tt1790886,0,0,0,0,0,0
tt1758830,0,0,0,0,0,0
tt1915581,0,0,0,0,0,0
tt1636826,0,0,0,0,0,0
tt1605630,0,0,0,0,0,0
tt1931533,0,0,0,0,0,0
tt1077368,0,0,0,0,0,0
tt1645170,0,0,0,0,0,0
tt1981677,0,0,0,0,0,0
tt1748122,0,0,0,0,0,0
tt1637725,0,0,0,0,0,0
tt1045658,0,0,0,0,0,0
tt2083355,0,0,0,0,0,0
tt1545754,0,0,0,0,0,0
tt2027140,0,0,0,0,0,0
tt2319580,0,0,0,0,0,0
tt1067765,0,0,0,0,0,0
tt1663207,0,0,0,0,0,0
tt2389182,0,0,0,0,0,0
tt2403029,0,0,0,0,0,0
tt2195548,0,0,0,0,0,0
tt1985019,0,0,0,0,0,0
tt2243389,0,0,0,0,0,0
tt2172985,0,0,0,0,0,0
tt2258345,0,0,0,0,0,0
tt2402105,0,0,0,0,0,0
tt1196948,0,0,0,0,0,0
tt2378281,0,0,0,0,0,0
tt2294677,0,0,0,0,0,0
tt1814621,0,0,0,0,0,0
tt2244901,0,0,0,0,0,0
tt1758795,0,0,0,0,0,0
tt2178470,0,0,0,0,0,0
tt2243537,0,0,0,0,0,0
tt2333804,0,0,0,0,0,0
tt2170299,0,0,0,0,0,0
tt1767354,0,0,0,0,0,0
tt1825157,0,0,0,0,0,0
tt1931435,0,0,0,0,0,0
tt2265398,0,0,0,0,0,0
tt1661382,0,0,0,0,0,0
tt2390361,0,0,0,0,0,0
tt0795461,0,0,0,0,0,0
tt1486834,0,0,0,0,0,0
tt0790628,0,0,0,0,0,0
tt1711425,0,0,0,0,0,0
tt2387559,0,0,0,0,0,0
tt1322269,0,0,0,0,0,0
tt1714915,0,0,0,0,0,0
tt1333125,0,0,0,0,0,0
tt1450321,0,0,0,0,0,0
tt2404311,0,0,0,0,0,0
tt2024432,0,0,0,0,0,0
tt1204975,0,0,0,0,0,0
tt2042568,0,0,0,0,0,0
tt2191701,0,0,0,0,0,0
tt1980929,0,0,0,0,0,0
tt1727388,0,0,0,0,0,0
tt1714206,0,0,0,0,0,0
